OCC_CODE,OCC_TITLE,YEAR,A_MEAN,wage_eqw,wage_eqf,wage_entropy,wage_cluster
25-4011,Archivists,2024,67620.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-4012,Curators,2024,70060.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-4013,Museum Technicians and Conservators,2024,53630.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-4022,Librarians and Media Collections Specialists,2024,69180.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-4031,Library Technicians,2024,43050.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-9021,Farm and Home Management Educators,2024,60470.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
25-9031,Instructional Coordinators,2024,77600.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
25-9044,"Teaching Assistants, Postsecondary",2024,47560.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
25-9045,"Teaching Assistants, Except Postsecondary",2024,35960.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
25-9099,"Educational Instruction and Library Workers, All Other",2024,55700.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-1011,Art Directors,2024,128100.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
27-1012,Craft Artists,2024,45340.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",2024,76450.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1014,Special Effects Artists and Animators,2024,110110.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
27-1019,"Artists and Related Workers, All Other",2024,79490.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1021,Commercial and Industrial Designers,2024,88000.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
27-1022,Fashion Designers,2024,122430.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
27-1023,Floral Designers,2024,37700.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
27-1024,Graphic Designers,2024,68610.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1025,Interior Designers,2024,71430.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1026,Merchandise Displayers and Window Trimmers,2024,40540.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
27-1027,Set and Exhibit Designers,2024,78450.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-1029,"Designers, All Other",2024,78000.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-2011,Actors,2024,,,,,
27-2012,Producers and Directors,2024,114280.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
27-2021,Athletes and Sports Competitors,2024,259750.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
27-2022,Coaches and Scouts,2024,58910.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-2023,"Umpires, Referees, and Other Sports Officials",2024,52800.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-2031,Dancers,2024,,,,,
27-2032,Choreographers,2024,62020.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-2041,Music Directors and Composers,2024,84230.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-2042,Musicians and Singers,2024,,,,,
27-2091,"Disc Jockeys, Except Radio",2024,,,,,
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",2024,,,,,
27-3011,Broadcast Announcers and Radio Disc Jockeys,2024,80110.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-3023,"News Analysts, Reporters, and Journalists",2024,106030.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
27-3031,Public Relations Specialists,2024,80310.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-3041,Editors,2024,85700.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-3042,Technical Writers,2024,92330.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
27-3043,Writers and Authors,2024,85780.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-3091,Interpreters and Translators,2024,64950.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-3092,Court Reporters and Simultaneous Captioners,2024,74630.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-3099,"Media and Communication Workers, All Other",2024,84870.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-4011,Audio and Video Technicians,2024,61370.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
27-4012,Broadcast Technicians,2024,64220.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-4014,Sound Engineering Technicians,2024,79280.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-4015,Lighting Technicians,2024,70000.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-4021,Photographers,2024,55650.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
27-4031,"Camera Operators, Television, Video, and Film",2024,79870.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-4032,Film and Video Editors,2024,83530.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
27-4099,"Media and Communication Equipment Workers, All Other",2024,78350.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-1011,Chiropractors,2024,91830.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1021,"Dentists, General",2024,196100.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1022,Oral and Maxillofacial Surgeons,2024,360240.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1023,Orthodontists,2024,254620.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1024,Prosthodontists,2024,258660.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1029,"Dentists, All Other Specialists",2024,246530.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1031,Dietitians and Nutritionists,2024,74770.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-1041,Optometrists,2024,140940.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1051,Pharmacists,2024,137210.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1071,Physician Assistants,2024,136900.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1081,Podiatrists,2024,163960.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1122,Occupational Therapists,2024,98240.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1123,Physical Therapists,2024,102400.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1124,Radiation Therapists,2024,110820.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1125,Recreational Therapists,2024,65350.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-1126,Respiratory Therapists,2024,84260.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-1127,Speech-Language Pathologists,2024,95840.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1128,Exercise Physiologists,2024,59620.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-1129,"Therapists, All Other",2024,73800.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-1131,Veterinarians,2024,140270.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1141,Registered Nurses,2024,98430.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1151,Nurse Anesthetists,2024,231700.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1161,Nurse Midwives,2024,128110.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1171,Nurse Practitioners,2024,132000.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-1181,Audiologists,2024,95320.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1211,Anesthesiologists,2024,336640.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1212,Cardiologists,2024,432490.0,Very High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1213,Dermatologists,2024,347810.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1214,Emergency Medicine Physicians,2024,320700.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1215,Family Medicine Physicians,2024,256830.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1216,General Internal Medicine Physicians,2024,262710.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1217,Neurologists,2024,286310.0,High,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1218,Obstetricians and Gynecologists,2024,281130.0,High,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1221,"Pediatricians, General",2024,222340.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1222,"Physicians, Pathologists",2024,266020.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1223,Psychiatrists,2024,269120.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1224,Radiologists,2024,359820.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1229,"Physicians, All Other",2024,253470.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
29-1241,"Ophthalmologists, Except Pediatric",2024,301500.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1242,"Orthopedic Surgeons, Except Pediatric",2024,365060.0,High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1243,Pediatric Surgeons,2024,450810.0,Very High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1249,"Surgeons, All Other",2024,371280.0,Very High,Q5,"(171905.0, inf]","(294651.12, inf]"
29-1291,Acupuncturists,2024,89750.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1292,Dental Hygienists,2024,93890.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",2024,128680.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-2010,Clinical Laboratory Technologists and Technicians,2024,65320.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2031,Cardiovascular Technologists and Technicians,2024,72890.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2032,Diagnostic Medical Sonographers,2024,92550.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-2033,Nuclear Medicine Technologists,2024,99690.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-2034,Radiologic Technologists and Technicians,2024,79760.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2035,Magnetic Resonance Imaging Technologists,2024,91020.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
29-2036,Medical Dosimetrists,2024,141420.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-2042,Emergency Medical Technicians,2024,44790.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2043,Paramedics,2024,60610.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
29-2051,Dietetic Technicians,2024,39560.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
29-2052,Pharmacy Technicians,2024,44800.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2053,Psychiatric Technicians,2024,45000.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2055,Surgical Technologists,2024,65810.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2056,Veterinary Technologists and Technicians,2024,46280.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2057,Ophthalmic Medical Technicians,2024,45360.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2061,Licensed Practical and Licensed Vocational Nurses,2024,64150.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2072,Medical Records Specialists,2024,55970.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2081,"Opticians, Dispensing",2024,49970.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-2091,Orthotists and Prosthetists,2024,81330.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2092,Hearing Aid Specialists,2024,63930.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-2099,"Health Technologists and Technicians, All Other",2024,56370.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
29-9021,Health Information Technologists and Medical Registrars,2024,73410.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-9091,Athletic Trainers,2024,63960.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-9092,Genetic Counselors,2024,102890.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
29-9093,Surgical Assistants,2024,67190.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
29-9099,"Healthcare Practitioners and Technical Workers, All Other",2024,73200.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
31-1120,Home Health and Personal Care Aides,2024,34990.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
31-1131,Nursing Assistants,2024,41270.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-1132,Orderlies,2024,40070.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
31-1133,Psychiatric Aides,2024,43610.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-2011,Occupational Therapy Assistants,2024,68540.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
31-2012,Occupational Therapy Aides,2024,41850.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-2021,Physical Therapist Assistants,2024,67160.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
31-2022,Physical Therapist Aides,2024,35510.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
31-9011,Massage Therapists,2024,63430.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
31-9091,Dental Assistants,2024,48860.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-9092,Medical Assistants,2024,44720.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-9093,Medical Equipment Preparers,2024,48990.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-9094,Medical Transcriptionists,2024,39210.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
31-9095,Pharmacy Aides,2024,40290.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,2024,38990.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
31-9097,Phlebotomists,2024,44390.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
31-9099,"Healthcare Support Workers, All Other",2024,48760.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
33-1011,First-Line Supervisors of Correctional Officers,2024,82260.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-1012,First-Line Supervisors of Police and Detectives,2024,110990.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,2024,97030.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
33-1091,First-Line Supervisors of Security Workers,2024,62990.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",2024,73320.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-2011,Firefighters,2024,63890.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-2021,Fire Inspectors and Investigators,2024,87440.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-2022,Forest Fire Inspectors and Prevention Specialists,2024,61820.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-3011,Bailiffs,2024,62180.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-3012,Correctional Officers and Jailers,2024,62760.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-3021,Detectives and Criminal Investigators,2024,98770.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
33-3031,Fish and Game Wardens,2024,67990.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-3041,Parking Enforcement Workers,2024,51840.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
33-3051,Police and Sheriff's Patrol Officers,2024,79320.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-3052,Transit and Railroad Police,2024,91820.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
33-9011,Animal Control Workers,2024,49240.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
33-9021,Private Detectives and Investigators,2024,61680.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
33-9031,Gambling Surveillance Officers and Gambling Investigators,2024,46710.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
33-9032,Security Guards,2024,42890.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
33-9091,Crossing Guards and Flaggers,2024,42910.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2024,34700.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
33-9093,Transportation Security Screeners,2024,61840.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
33-9094,School Bus Monitors,2024,35270.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
33-9099,"Protective Service Workers, All Other",2024,48210.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
35-1011,Chefs and Head Cooks,2024,64720.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,2024,44900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
35-2011,"Cooks, Fast Food",2024,31140.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-2012,"Cooks, Institution and Cafeteria",2024,37310.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-2013,"Cooks, Private Household",2024,51290.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
35-2014,"Cooks, Restaurant",2024,37730.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-2015,"Cooks, Short Order",2024,35660.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-2019,"Cooks, All Other",2024,38000.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-2021,Food Preparation Workers,2024,33940.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-3011,Bartenders,2024,39880.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-3023,Fast Food and Counter Workers,2024,31350.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-3031,Waiters and Waitresses,2024,38360.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-3041,"Food Servers, Nonrestaurant",2024,35030.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,2024,34190.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-9021,Dishwashers,2024,33220.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2024,32030.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
35-9099,"Food Preparation and Serving Related Workers, All Other",2024,35990.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,2024,51170.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",2024,59380.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2024,37460.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-2012,Maids and Housekeeping Cleaners,2024,36180.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
37-2019,"Building Cleaning Workers, All Other",2024,44150.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-2021,Pest Control Workers,2024,45800.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3011,Landscaping and Groundskeeping Workers,2024,40880.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2024,45960.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3013,Tree Trimmers and Pruners,2024,54970.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
37-3019,"Grounds Maintenance Workers, All Other",2024,47180.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-1013,First-Line Supervisors of Gambling Services Workers,2024,62600.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",2024,51400.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-1022,First-Line Supervisors of Personal Service Workers,2024,50920.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-2011,Animal Trainers,2024,45780.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-2021,Animal Caretakers,2024,34750.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3011,Gambling Dealers,2024,40420.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3012,Gambling and Sports Book Writers and Runners,2024,32570.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3019,"Gambling Service Workers, All Other",2024,37590.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3021,Motion Picture Projectionists,2024,50290.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",2024,31770.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3091,Amusement and Recreation Attendants,2024,31350.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3092,Costume Attendants,2024,65890.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",2024,36490.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-3099,"Entertainment Attendants and Related Workers, All Other",2024,36180.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-4011,Embalmers,2024,57520.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-4012,Crematory Operators,2024,44790.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-4021,Funeral Attendants,2024,35900.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-4031,"Morticians, Undertakers, and Funeral Arrangers",2024,56340.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-5011,Barbers,2024,47800.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",2024,43460.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-5091,"Makeup Artists, Theatrical and Performance",2024,75410.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
39-5092,Manicurists and Pedicurists,2024,36910.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-5093,Shampooers,2024,30830.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-5094,Skincare Specialists,2024,48670.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-6011,Baggage Porters and Bellhops,2024,36960.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-6012,Concierges,2024,40770.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-7010,Tour and Travel Guides,2024,43090.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-9011,Childcare Workers,2024,33140.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-9031,Exercise Trainers and Group Fitness Instructors,2024,51360.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-9032,Recreation Workers,2024,37170.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
39-9041,Residential Advisors,2024,41590.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
39-9099,"Personal Care and Service Workers, All Other",2024,37990.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
41-1011,First-Line Supervisors of Retail Sales Workers,2024,52350.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
41-1012,First-Line Supervisors of Non-Retail Sales Workers,2024,97870.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
41-2011,Cashiers,2024,31810.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
41-2012,Gambling Change Persons and Booth Cashiers,2024,36820.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
41-2021,Counter and Rental Clerks,2024,43700.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
41-2022,Parts Salespersons,2024,42390.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
41-2031,Retail Salespersons,2024,37150.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
