OCC_CODE,OCC_TITLE,YEAR,A_MEAN,wage_eqw,wage_eqf,wage_entropy,wage_cluster
49-3011,Aircraft Mechanics and Service Technicians,2022,72640.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-3021,Automotive Body and Related Repairers,2022,53220.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3022,Automotive Glass Installers and Repairers,2022,43900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3023,Automotive Service Technicians and Mechanics,2022,49690.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,2022,56140.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3041,Farm Equipment Mechanics and Service Technicians,2022,49930.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",2022,59560.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3043,Rail Car Repairers,2022,61960.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-3051,Motorboat Mechanics and Service Technicians,2022,50280.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3052,Motorcycle Mechanics,2022,44740.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,2022,42590.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3091,Bicycle Repairers,2022,36770.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
49-3092,Recreational Vehicle Service Technicians,2022,47320.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-3093,Tire Repairers and Changers,2022,34970.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
49-9011,Mechanical Door Repairers,2022,48400.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",2022,69410.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2022,57460.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9031,Home Appliance Repairers,2022,47500.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9041,Industrial Machinery Mechanics,2022,60990.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
49-9043,"Maintenance Workers, Machinery",2022,55910.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9044,Millwrights,2022,61750.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
49-9045,"Refractory Materials Repairers, Except Brickmasons",2022,51010.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9051,Electrical Power-Line Installers and Repairers,2022,82770.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9052,Telecommunications Line Installers and Repairers,2022,64280.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9061,Camera and Photographic Equipment Repairers,2022,46870.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9062,Medical Equipment Repairers,2022,60950.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
49-9063,Musical Instrument Repairers and Tuners,2022,43120.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9064,Watch and Clock Repairers,2022,49580.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9069,"Precision Instrument and Equipment Repairers, All Other",2022,63970.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9071,"Maintenance and Repair Workers, General",2022,47130.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9081,Wind Turbine Service Technicians,2022,59880.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",2022,42500.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9092,Commercial Divers,2022,85630.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9094,Locksmiths and Safe Repairers,2022,50210.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9095,Manufactured Building and Mobile Home Installers,2022,38020.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
49-9096,Riggers,2022,58700.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
49-9097,Signal and Track Switch Repairers,2022,77370.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",2022,36750.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
49-9099,"Installation, Maintenance, and Repair Workers, All Other",2022,47800.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-1011,First-Line Supervisors of Production and Operating Workers,2022,69100.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2022,60110.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2021,"Coil Winders, Tapers, and Finishers",2022,44850.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",2022,41770.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2031,Engine and Other Machine Assemblers,2022,51980.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2041,Structural Metal Fabricators and Fitters,2022,48870.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2051,Fiberglass Laminators and Fabricators,2022,41280.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2061,Timing Device Assemblers and Adjusters,2022,46480.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-2090,Miscellaneous Assemblers and Fabricators,2022,40250.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3011,Bakers,2022,34140.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3021,Butchers and Meat Cutters,2022,38200.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",2022,35090.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3023,Slaughterers and Meat Packers,2022,34920.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2022,39770.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3092,Food Batchmakers,2022,38710.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3093,Food Cooking Machine Operators and Tenders,2022,37760.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-3099,"Food Processing Workers, All Other",2022,35430.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2022,42580.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2022,46940.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2022,48250.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2022,42240.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2022,45350.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2022,42050.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2022,47820.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2022,49200.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4041,Machinists,2022,51430.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4051,Metal-Refining Furnace Operators and Tenders,2022,53450.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4052,"Pourers and Casters, Metal",2022,46600.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4061,"Model Makers, Metal and Plastic",2022,60220.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4062,"Patternmakers, Metal and Plastic",2022,55470.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4071,Foundry Mold and Coremakers,2022,42000.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2022,39690.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2022,42040.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4111,Tool and Die Makers,2022,59390.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4121,"Welders, Cutters, Solderers, and Brazers",2022,50460.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2022,46110.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2022,43700.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4192,"Layout Workers, Metal and Plastic",2022,56170.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2022,40290.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-4194,"Tool Grinders, Filers, and Sharpeners",2022,46040.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-4199,"Metal Workers and Plastic Workers, All Other",2022,41960.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-5111,Prepress Technicians and Workers,2022,44880.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-5112,Printing Press Operators,2022,42730.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-5113,Print Binding and Finishing Workers,2022,38850.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6011,Laundry and Dry-Cleaning Workers,2022,29660.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6021,"Pressers, Textile, Garment, and Related Materials",2022,30650.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6031,Sewing Machine Operators,2022,33130.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6041,Shoe and Leather Workers and Repairers,2022,34600.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6042,Shoe Machine Operators and Tenders,2022,34160.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6051,"Sewers, Hand",2022,33440.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6052,"Tailors, Dressmakers, and Custom Sewers",2022,37230.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,2022,33900.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",2022,34970.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2022,35710.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2022,34610.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2022,42770.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-6092,Fabric and Apparel Patternmakers,2022,66820.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-6093,Upholsterers,2022,41900.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-6099,"Textile, Apparel, and Furnishings Workers, All Other",2022,35520.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-7011,Cabinetmakers and Bench Carpenters,2022,42120.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-7021,Furniture Finishers,2022,39880.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-7031,"Model Makers, Wood",2022,52820.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-7032,"Patternmakers, Wood",2022,45720.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",2022,37450.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2022,38060.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-7099,"Woodworkers, All Other",2022,36870.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-8011,Nuclear Power Reactor Operators,2022,117510.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
51-8012,Power Distributors and Dispatchers,2022,101360.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
51-8013,Power Plant Operators,2022,88960.0,Very Low,Q4,"(87500.0, 171905.0]","(61812.893, 101799.419]"
51-8021,Stationary Engineers and Boiler Operators,2022,72570.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-8031,Water and Wastewater Treatment Plant and System Operators,2022,55690.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-8091,Chemical Plant and System Operators,2022,79290.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-8092,Gas Plant Operators,2022,78430.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2022,84140.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-8099,"Plant and System Operators, All Other",2022,60070.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9011,Chemical Equipment Operators and Tenders,2022,54210.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2022,48980.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2022,45310.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9022,"Grinding and Polishing Workers, Hand",2022,38770.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",2022,45220.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9031,"Cutters and Trimmers, Hand",2022,37830.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",2022,41980.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2022,41940.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2022,46180.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2022,47290.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9071,Jewelers and Precious Stone and Metal Workers,2022,50530.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9081,Dental Laboratory Technicians,2022,49930.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9082,Medical Appliance Technicians,2022,46240.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9083,Ophthalmic Laboratory Technicians,2022,40140.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9111,Packaging and Filling Machine Operators and Tenders,2022,39060.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9123,"Painting, Coating, and Decorating Workers",2022,41770.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2022,46440.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9141,Semiconductor Processing Technicians,2022,48370.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9151,Photographic Process Workers and Processing Machine Operators,2022,42750.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9161,Computer Numerically Controlled Tool Operators,2022,47940.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9162,Computer Numerically Controlled Tool Programmers,2022,64580.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
51-9191,Adhesive Bonding Machine Operators and Tenders,2022,40100.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2022,39130.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9193,Cooling and Freezing Equipment Operators and Tenders,2022,44240.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9194,Etchers and Engravers,2022,40950.0,Very Low,Q1,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",2022,41680.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",2022,46390.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9197,Tire Builders,2022,50600.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
51-9198,Helpers--Production Workers,2022,35740.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
51-9199,"Production Workers, All Other",2022,38860.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-1041,Aircraft Cargo Handling Supervisors,2022,61150.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",2022,60850.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
53-2011,"Airline Pilots, Copilots, and Flight Engineers",2022,225740.0,Mid,Q5,"(171905.0, inf]","(179850.373, 294651.12]"
53-2012,Commercial Pilots,2022,123250.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
53-2021,Air Traffic Controllers,2022,130840.0,Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
53-2022,Airfield Operations Specialists,2022,64050.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-2031,Flight Attendants,2022,67020.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2022,33570.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-3031,Driver/Sales Workers,2022,35560.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-3032,Heavy and Tractor-Trailer Truck Drivers,2022,53090.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-3033,Light Truck Drivers,2022,45020.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-3051,"Bus Drivers, School",2022,42400.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-3052,"Bus Drivers, Transit and Intercity",2022,53920.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-3053,Shuttle Drivers and Chauffeurs,2022,35000.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-3054,Taxi Drivers,2022,32710.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-3099,"Motor Vehicle Operators, All Other",2022,37650.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-4011,Locomotive Engineers,2022,73850.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",2022,58430.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",2022,64810.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-4031,Railroad Conductors and Yardmasters,2022,69190.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-4041,Subway and Streetcar Operators,2022,75880.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-4099,"Rail Transportation Workers, All Other",2022,46780.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-5011,Sailors and Marine Oilers,2022,53350.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-5021,"Captains, Mates, and Pilots of Water Vessels",2022,104190.0,Very Low,Q5,"(87500.0, 171905.0]","(101799.419, 179850.373]"
53-5022,Motorboat Operators,2022,47300.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-5031,Ship Engineers,2022,100980.0,Very Low,Q5,"(87500.0, 171905.0]","(61812.893, 101799.419]"
53-6011,Bridge and Lock Tenders,2022,46910.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-6021,Parking Attendants,2022,31230.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-6031,Automotive and Watercraft Service Attendants,2022,32340.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-6032,Aircraft Service Attendants,2022,39400.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-6041,Traffic Technicians,2022,54720.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-6051,Transportation Inspectors,2022,79770.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-6061,Passenger Attendants,2022,36230.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-6099,"Transportation Workers, All Other",2022,40290.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7011,Conveyor Operators and Tenders,2022,40060.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7021,Crane and Tower Operators,2022,65220.0,Very Low,Q3,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-7031,Dredge Operators,2022,51770.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-7041,Hoist and Winch Operators,2022,69120.0,Very Low,Q4,"(60460.0, 87500.0]","(61812.893, 101799.419]"
53-7051,Industrial Truck and Tractor Operators,2022,43240.0,Very Low,Q2,"(40715.0, 60460.0]","(-inf, 61812.893]"
53-7061,Cleaners of Vehicles and Equipment,2022,32730.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",2022,37510.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7063,Machine Feeders and Offbearers,2022,39100.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7064,"Packers and Packagers, Hand",2022,33310.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7065,Stockers and Order Fillers,2022,35550.0,Very Low,Q1,"(-inf, 40715.0]","(-inf, 61812.893]"
53-7071,Gas Compressor and Gas Pumping Station Operators,2022,61500.0,Very Low,Q3,"(60460.0, 87500.0]","(-inf, 61812.893]"
53-7072,"Pump Operators, Except Wellhead Pumpers",2022,59150.0,Very Low,Q3,"(40715.0, 60460.0]","(-inf, 61812.893]"
